medCodigo,medNombreGenerico,medFormaFarmaceutica,medConcentracion,medUnidadMedida,medRes008,medRes029,medRes5521,medRes5926,medRes5592
C01CI001011,IBOPAMINA CLORHIDRATO,TABLETA USO EXCLUSIVO DE ESPECIALISTA,50 MG,,1,0,0,0,0
C01CA1601,IBOPAMINA CLORHIDRATO.  ,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
M01AE01,IBUPROFENO,TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO.,INCLUYE TODAS LAS CONCENTRACIONES,,0,0,0,0,1
M01AE0101,IBUPROFENO,TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO.,INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,0
M01AE01011,IBUPROFENO,TABLETAS CON O SIN R,400 MG,1,0,1,0,0,0
M01AE01161,IBUPROFENO,TABLETAS CON O SIN R,600MG,1,0,1,0,0,0
M01AE01162,IBUPROFENO,TABLETAS CON O SIN R,800MG,2,0,1,0,0,0
M01AI002011,IBUPROFENO,TABLETA,400 MG ,,1,0,0,0,0
S01AI003601,IDOXURIDINA,SOLUCIÓN OFTÁLMICA,"1 MG/ML (0,1%) ",,1,0,0,0,0
L01XE01,IMATINIB,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,0,0,1
L01XE0101,IMATINIB,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,0
L01XE01161,IMATINIB,TABLETAS CON O SIN R,100MG,1,0,1,0,0,0
L01XE01162,IMATINIB,TABLETAS CON O SIN R,400MG,2,0,1,0,0,0
J01DH51,IMIPENEM + CILASTATINA,POLVO ESTÉRIL PARA INYECCIÓN,500 MG + 500 MG ,,0,0,0,0,1
J01DH5101,IMIPENEM + CILASTATINA,POLVO ESTÉRIL PARA INYECCIÓN,500 MG + 500 MG ,,0,0,1,1,0
J01DI004721,IMIPENEM + CILASTATINA, INYECTABLE,500 MG + 500 MG ,,1,0,0,0,0
J01DH51721,IMIPENEM E ENZIMA INHIBIDORA, ESTÉRIL I,500 MG + 500 MG,1,0,1,0,0,0
N06AA02021,IMIPRAMINA,TABLETAS CON O SIN R,10 MG,1,0,1,0,0,0
N06AA02022,IMIPRAMINA,TABLETAS CON O SIN R,25 MG,2,0,1,0,0,0
N06AA0201,IMIPRAMINA CLORHIDRATO,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
N06AI005021,IMIPRAMINA CLORHIDRATO,GRAGEA,10 MG ,,1,0,0,0,0
N06AI005022,IMIPRAMINA CLORHIDRATO,GRAGEA,25 MG ,,1,0,0,0,0
J05AE0201,INDINAVIR,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO ,  CÁPSULA",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
J05AE02141,INDINAVIR,CÁPSULA O TABLETA,200 MG,1,0,1,0,0,0
J05AE02142,INDINAVIR,CÁPSULA O TABLETA,400 MG,2,0,1,0,0,0
J05AI006141,INDINAVIR,TABLETA O CÁPSULA,200 MG,,1,0,0,0,0
J05AI006142,INDINAVIR,TABLETA O CÁPSULA,400 MG,,1,0,0,0,0
L04AB0201,INFLIXIMAB,INCLUYE TODAS LAS FORMAS FARMACÉUTICAS,INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
J06BB0101,INMUNOGLOBULINA ANTI RH,SOLUCIÓN INYECTABLE,250 A 300 MCG/2 ML ,,0,0,1,1,1
J06BI007701,INMUNOGLOBULINA ANTI RH,SOLUCIÓN INYECTABLE,250 A 300 MCG/2 ML ,,1,0,0,0,0
J06BB01701,INMUNOGLOBULINA ANTI-D (RH),SOLUCIÓN INYECTABLE,250 A 300 MCG/2 ML,1,0,1,0,0,0
A10AB01701,INSULINA (HUMANA),"SOLUCIÓN INYECTABLE,",80 - 100 UI/ML,1,0,1,0,0,0
A10AC01711,INSULINA (HUMANA), INYECTABL,80 - 100 UI/ML,1,0,1,0,0,0
A10AD01701,INSULINA (HUMANA),"SOLUCIÓN INYECTABLE,",80 - 100 UI/ML,1,0,1,0,0,0
A10AE01711,INSULINA (HUMANA), INYECTABL,80 - 100 UI/ML,1,0,1,0,0,0
A10AB0501,INSULINA ASPARTA,SOLUCIÓN INYECTABLE,100 U.I./ML ,,0,0,1,1,0
A10AB05701,INSULINA ASPARTA,SOLUCIÓN INYECTABLE,100UI/ML,1,0,1,0,0,0
A10AE0501,INSULINA DETEMIR,SOLUCIÓN INYECTABLE,100 U.I./ML ,,0,0,1,1,0
A10AE05702,INSULINA DETEMIR,SOLUCIÓN INYECTABLE,100UI/ML,2,0,1,0,0,0
A10AE0401,INSULINA GLARGINA,SOLUCIÓN INYECTABLE,100 U.I./ML ,,0,0,1,1,0
A10AE04701,INSULINA GLARGINA,SOLUCIÓN INYECTABLE,100UI/ML,1,0,1,0,0,0
A10AB0601,INSULINA GLULISINA,SOLUCIÓN INYECTABLE,100 U.I./ML ,,0,0,1,1,0
A10AB06701,INSULINA GLULISINA,SOLUCIÓN INYECTABLE,100UI/ML,1,0,1,0,0,0
A10AE0101,INSULINA HUMANA,SUSPENSIÓN INYECTABLE,80 - 100 UI/ML ,,0,0,1,1,0
A10AB0401,INSULINA LISPRO,SOLUCIÓN INYECTABLE,100 U.I./ML ,,0,0,1,1,0
A10AB04701,INSULINA LISPRO,SOLUCIÓN INYECTABLE,100UI/ML,1,0,1,0,0,0
A10AI008701,INSULINA ZINC CRISTALINA,SOLUCIÓN INYECTABLE,80 - 100 UI/ML ,,1,0,0,0,0
A10AB0101,"INSULINA ZINC HUMANA, INSULINA HUMANA","SOLUCIÓN INYECTABLE, SUSPENSIÓN INYECTABLE",80 - 100 UI/ML ,,0,0,1,1,0
A10AD0101,"INSULINA ZINC HUMANA, INSULINA HUMANA, INSULINA ISOFANA","SOLUCIÓN INYECTABLE, SUSPENSIÓN INYECTABLE",80 - 100 UI/ML ,,0,0,1,1,0
A10AC0101,"INSULINA ZINC HUMANA, INSULINA HUMANA, INSULINA NPH",SUSPENSIÓN INYECTABLE,80 - 100 UI/ML ,,0,0,1,1,0
A10AI009711,INSULINA ZINC N:P:H:,INYECTABLE,80 - 100 UI/ML  ,,1,0,0,0,0
A10A,INSULINAS Y ANALOGOS,INCLUYE TODAS LAS FORMAS FARMACÉUTICAS DE ADMINISTRACION PARENTERAL,INCLUYE TODAS LAS CONCENTRACIONES,,0,0,0,0,1
L03AI010721,INTERFERON ALFA (MILLONES DE UI),POLVO PARA INYECCIÓN,,,1,0,0,0,0
L03AB01721,INTERFERÓN ALFA NATURAL, ESTÉRIL I,(MILLONES DE UI),1,0,1,0,0,0
L03AB0401,INTERFERON ALFA-2A,"POLVO ESTÉRIL PARA INYECCIÓN, SOLUCIÓN INYECTABLE",(MILLONES DE UI),,0,0,1,1,1
L03AB0501,INTERFERON ALFA-2B,"POLVO ESTÉRIL PARA INYECCIÓN, SOLUCIÓN INYECTABLE",(MILLONES DE UI),,0,0,1,1,1
L03AB0701,INTERFERON BETA-1A,INCLUYE TODAS LAS FORMAS FARMACÉUTICAS,"TODAS EXCEPTO 30 MCG (POLVO ESTÉRIL) Y 30 MCG /0,5 ML",,0,0,1,1,1
L03AB0801,INTERFERON BETA-1B,INCLUYE TODAS LAS FORMAS FARMACÉUTICAS,INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
V08AI011701,IODAMIDA MEGLUMINA,SOLUCIÓN INYECTABLE,26%,,1,0,0,0,0
V08AI011702,IODAMIDA MEGLUMINA,SOLUCIÓN INYECTABLE,65%,,1,0,0,0,0
D08AG02301,IODO POVIDONA,SOLUCIÓN TÓPICA,10%,1,0,1,0,0,0
D08AG0201,IODOPOVIDONA,SOLUCIÓN TÓPICA,"0,1",,0,0,1,1,1
D08AO012301,IODOPOVIDONA,SOLUCIÓN TÓPICA,10%,,1,0,0,0,0
V08AI013701,IODOTALAMATO DE MEGLUMINA,SOLUCIÓN INYECTABLE,60%,,1,0,0,0,0
V08AB0201,IOHEXOL,SOLUCIÓN INYECTABLE,180 MG DE YODO/ML (IOHEXOL),,0,0,1,1,1
V08AB02701,IOHEXOL,SOLUCIÓN INYECTABLE,180 MG DE YODO/ML (I,1,0,1,0,0,0
V08AB02702,IOHEXOL,SOLUCIÓN INYECTABLE,NO MENOS DE 300 MG D,2,0,1,0,0,0
V08AI014701,IOHEXOL O IOPAMIDOL,SOLUCIÓN INYECTABLE,180 MG DE YODO/ML (IOHEXOL) O 200 MG DE YODO/ML (IOPAMIDOL) ,,1,0,0,0,0
V08AI014702,IOHEXOL O IOPAMIDOL,SOLUCIÓN INYECTABLE,NO MENOS DE 300 MG DE YODO/ML ,,1,0,0,0,0
V08AB0202,IOHEXOL O IOPAMIDOL ,SOLUCIÓN INYECTABLE,NO MENOS DE 300 MG DE YODO/ML ,,0,0,1,1,0
V08AB0401,IOPAMIDOL,SOLUCIÓN INYECTABLE,200 MG DE YODO/ML (IOPAMIDOL) ,,0,0,1,1,1
V08AB04701,IOPAMIDOL,SOLUCIÓN INYECTABLE,200 MG DE YODO/ML (I,1,0,1,0,0,0
V08AB0501,IOPROMIDA,SOLUCIÓN INYECTABLE,NO MENOS DE 240 MG DE YODO/ML ,,0,0,1,1,1
V08AB05701,IOPROMIDA,SOLUCIÓN INYECTABLE,NO MENOS DE 240 MG D,1,0,1,0,0,0
V08AA0401,IOTALAMATO DE MEGLUMINA,SOLUCIÓN INYECTABLE,"0,6",,0,0,1,1,1
V08AB0701,IOVERSOL,SOLUCIÓN INYECTABLE,320 MG DE IODO/ML,,0,0,1,1,1
V08AB07701,IOVERSOL,SOLUCIÓN INYECTABLE,320 MG DE IODO,1,0,1,0,0,0
V08AI021701,IOVERSOL,SOLUCIÓN INYECTABLE,320 DE IODO ,,1,0,0,0,0
V03AI016221,IPECACUANA,JARABE,250 MG/5 ML (5%) ,,1,0,0,0,0
R01AI017471,IPRATROPIO BROMURO,SOLUCIÓN INHALACIÓN ,"0,02 MG/DOSIS  ",,1,0,0,0,0
R01AX0301,IPRATROPIO BROMURO,SOLUCIÓN PARA INHALACIÓN (AEROSOL),"0,02 MG/DOSIS ",,0,0,1,1,1
R01AX03471,"IPRATROPIO, BROMURO DE",SOLUCIÓN INHALA,"0,02 MG/DOSIS",1,0,1,0,0,0
N01AB0601,ISOFLURANO,SOLUCIÓN PARA INHALACIÓN,SUSTANCIA PURA,,0,0,1,1,1
N01AB06901,ISOFLURANO,SOLUCIÓN INHALA,SUSTANCIA PURA,1,0,1,0,0,0
N01AI018901,ISOFLURANO,SUSTANCIA PURA,SUSTANCIA PURA,,1,0,0,0,0
J04AC0101,ISONIAZIDA,TABLETA CON O SIN  RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO.,100 MG ,,0,0,1,1,1
J04AC01011,ISONIAZIDA,TABLETA CON O SINR,100 MG,1,0,1,0,0,0
J04AC01012,ISONIAZIDA,TABLETA CON O SINR,300 MG,2,0,1,0,0,0
J04AC0102,ISONIAZIDA,TABLETA CON O SIN  RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO.,300 MG ,,0,0,1,1,1
J04AI019011,ISONIAZIDA,TABLETA,100 MG ,,1,0,0,0,0
J04AI019012,ISONIAZIDA,TABLETA,300 MG ,,1,0,0,0,0
C01DA0801,ISOSORBIDE DINITRATO,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO,  CÁPSULA.",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
C01DA0802,ISOSORBIDE DINITRATO,TABLETA SUBLINGUAL,INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
C01DI020011,ISOSORBIDE DINITRATO,TABLETA,10 MG ,,1,0,0,0,0
C01DI020012,ISOSORBIDE DINITRATO,TABLETA,40 MG ,,1,0,0,0,0
C01DI020061,ISOSORBIDE DINITRATO,TABLETA SUBLINGUAL,5 MG,,1,0,0,0,0
N01AX03702,KETAMINA,SOLUCIÓN INYECTABLE,500 MG/10ML,2,0,1,0,0,0
N01AK001701,KETAMINA (CLORHIDRATO),SOLUCIÓN INYECTABLE,200 MG/20 ML ,,1,0,0,0,0
N01AK001702,KETAMINA (CLORHIDRATO),SOLUCIÓN INYECTABLE,500 MG/10ML ,,1,0,0,0,0
N01AX0301,KETAMINA (CLORHIDRATO),SOLUCIÓN INYECTABLE,50 MG/ML (5%),,0,0,1,1,1
J02AB0201,KETOCONAZOL,SUSPENSIÓN ORAL,100 MG/5 ML (2%) ,,0,0,1,1,1
J02AB02011,KETOCONAZOL,TABLETAS CON O SIN R,200 MG,1,0,1,0,0,0
J02AB0202,KETOCONAZOL,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO,  CÁPSULA.",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
J02AB02231,KETOCONAZOL,ORAL,100 MG/5 ML (2%),1,0,1,0,0,0
J02AK002011,KETOCONAZOL,TABLETA,200 MG ,,1,0,0,0,0
J02AK002231,KETOCONAZOL,ORAL,100 MG/5 ML (2%) ,,1,0,0,0,0
R03DK003011,KETOTIFENO,TABLETA,1 MG ,,1,0,0,0,0
R03DK003221,KETOTIFENO,JARABE,"1 MG/5 ML (0,02%) ",,1,0,0,0,0
R06AX1701,KETOTIFENO,JARABE,"1 MG/5 ML (0,02%) ",,0,0,1,1,1
R06AX17011,KETOTIFENO,TABLETA,1 MG,1,0,1,0,0,0
R06AX1702,KETOTIFENO,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO,  CÁPSULA.",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
R06AX17221,KETOTIFENO,JARABE,"1 MG/5 ML (0,02%)",1,0,1,0,0,0
C07AG0101,LABETALOL,SOLUCIÓN INYECTABLE,"5 MG/ML (0,5%)",,0,0,1,1,1
C07AG01701,LABETALOL,SOLUCIÓN INYECTABLE,100MG/ML,1,0,1,0,0,0
N03AX1801,LACOSAMIDA,INCLUYE TODAS LAS FORMAS FARMACÉUTICAS,INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
B05XA3001,LACTATO RINGER (SOLUCIÓN HARTMAN),SOLUCIÓN INYECTABLE,INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
B05XR007701,LACTATO RINGER (SOLUCIÓN HARTMAN),SOLUCIÓN INYECTABLE,,,1,0,0,0,0
J05AF0501,LAMIVUDINA,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO,  CÁPSULA.",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,0,0
J05AF0501,LAMIVUDINA,SOLUCIÓN ORAL,10 MG/ML (1%) ,,0,0,1,1,1
J05AF0502,LAMIVUDINA,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO,  CÁPSULA.",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,0,1,1
J05AF05141,LAMIVUDINA,TABLETAS CON O SIN R,150 MG,1,0,1,0,0,0
J05AF05201,LAMIVUDINA,SOLUCIÓN ORAL,10 MG/ML,1,0,1,0,0,0
J05AL001141,LAMIVUDINA,TABLETA O CÁPSULA,150 MG,,1,0,0,0,0
J05AL001201,LAMIVUDINA,SOLUCIÓN ORAL,10 MG/ML ,,1,0,0,0,0
J05AL019011,LAMIVUDINA + ZIDOVUDINA,TABLETA,150 MG + 300 MG ,,1,0,0,0,0
J05AR0101,LAMIVUDINA + ZIDOVUDINA,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO,  CÁPSULA.",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
N03AX0901,LAMOTRIGINA,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO,  CÁPSULA.",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
N03AX09161,LAMOTRIGINA,TABLETAS CON O SIN R,"25MG,",1,0,1,0,0,0
N03AX09162,LAMOTRIGINA,TABLETAS CON O SIN R,50MG,2,0,1,0,0,0
N03AX09163,LAMOTRIGINA,TABLETAS CON O SIN R,100MG,3,0,1,0,0,0
A02BC0301,LANSOPRAZOL,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO,  CÁPSULA.",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
S01EE0101,LATANOPROST,SOLUCIÓN OFTÁLMICA,"0,05MG/ML (0,05%)",,0,0,1,1,1
S01EE01601,LATANOPROST,SOLUCIÓN OFTÁLMICA,"0,05MG/ML",1,0,1,0,0,0
L04AA1301,LEFLUNOMIDA,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO,  CÁPSULA.",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
L04AA13161,LEFLUNOMIDA,TABLETAS CON O SIN R,20MG,1,0,1,0,0,0
L04AA13162,LEFLUNOMIDA,TABLETAS CON O SIN R,100MG,2,0,1,0,0,0
L02BG0401,LETROZOL,INCLUYE TODAS LAS FORMAS FARMACÉUTICAS,INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
P02CL002011,LEVAMISOL (CLORHIDRATO),TABLETA,150 MG DE BASE ,,1,0,0,0,0
N03AX1401,LEVETIRACETAM,INCLUYE TODAS LAS FORMAS FARMACÉUTICAS,INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
N04BA0201,LEVODOPA + CARBIDOPA,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO,  CÁPSULA.",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
N04BL003011,LEVODOPA + CARBIDOPA,TABLETA,250 MG + 25 MG ,,1,0,0,0,0
N04BA02011,LEVODOPA CON INHIBIDOR DE LA D,TABLETAS CON O SIN R,250 MG + 25 MG,1,0,1,0,0,0
N04BA03161,"LEVODOPA, INHIBIDOR DE LA DECA",TABLETA CON O SIN RE,"200 MG + 12,5 MG +",1,0,1,0,0,0
N04BA03162,"LEVODOPA, INHIBIDOR DE LA DECA",TABLETA CON O SIN RE,"200 MG + 18,75 MG +",2,0,1,0,0,0
N04BA03163,"LEVODOPA, INHIBIDOR DE LA DECA",TABLETA CON O SIN RE,200 MG + 25 MG + 100,3,0,1,0,0,0
N04BA03164,"LEVODOPA, INHIBIDOR DE LA DECA",TABLETA CON O SIN RE,"200 MG + 31,25 MG +",4,0,1,0,0,0
N04BA03165,"LEVODOPA, INHIBIDOR DE LA DECA",TABLETA CON O SIN RE,"200 MG + 37,5 MG + 1",5,0,1,0,0,0
N04BA03166,"LEVODOPA, INHIBIDOR DE LA DECA",TABLETA CON O SIN RE,200 MG + 50 MG + 200,6,0,1,0,0,0
J01MA1201,LEVOFLOXACINA,INCLUYE TODAS LAS FORMAS FARMACÉUTICAS,INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
N05AA0201,LEVOMEPROMAZINA,SOLUCIÓN INYECTABLE,"25 MG/ML (2,5%)",,0,0,1,1,1
N05AA02011,LEVOMEPROMAZINA,TABLETAS CON O SIN R,25 MG,1,0,1,0,0,0
N05AA02012,LEVOMEPROMAZINA,TABLETAS CON O SIN R,100 MG,2,0,1,0,0,0
N05AA0202,LEVOMEPROMAZINA,SOLUCIÓN ORAL,40 MG/ML (4%),,0,0,1,1,1
N05AA0203,LEVOMEPROMAZINA,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO,  CÁPSULA.",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
N05AA02201,LEVOMEPROMAZINA,SOLUCIÓN ORAL,"4 MG/ML (0,4%)",1,0,1,0,0,0
N05AA02701,LEVOMEPROMAZINA,SOLUCIÓN INYECTABLE,25 MG/ML,1,0,1,0,0,0
N05AL004011,LEVOMEPROMAZINA,TABLETA,25 MG ,,1,0,0,0,0
N05AL004012,LEVOMEPROMAZINA,TABLETA,100 MG ,,1,0,0,0,0
N05AL004201,LEVOMEPROMAZINA,SOLUCIÓN ORAL,"4 MG/ML (0,4%) ",,1,0,0,0,0
N05AL004701,LEVOMEPROMAZINA,SOLUCIÓN INYECTABLE,25 MG/ML ,,1,0,0,0,0
G03AA07IPMPA01,LEVONORGESTREL, IMPLANTE SUBDERMICO,75 MG,,1,0,0,0,0
G03AC03001,LEVONORGESTREL,TABLETAS CON O SIN R,"0.03 MG,",1,0,1,0,0,0
G03AC03002,LEVONORGESTREL,TABLETAS CON O SIN R,0.75 MG,2,0,1,0,0,0
G03AC03003,LEVONORGESTREL,DISPOSITIVO INTRAUTE,52 MG.,3,0,1,0,0,0
G03AC03004,LEVONORGESTREL,IMPLANTE SUBDÉRMICO,"75 MG,",4,0,1,0,0,0
G03AC0301,LEVONORGESTREL,IMPLANTE SUBDÉRMICO,75 MG,,0,0,1,1,1
G03AC0302,LEVONORGESTREL,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO,  CÁPSULA.",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
G03AC03TNPOA01,LEVONORGESTREL,TABLETA CON O SIN RECUBRIMIENTO,"0,03 MG",,1,0,0,0,0
G03AC03TNPOA02,LEVONORGESTREL,TABLETA,"0,75 MG ",,1,0,0,0,0
G03AC0303,LEVONORGESTREL ,DISPOSITIVO INTRAUTERINO.  ,52 MG,,0,0,1,1,1
G03AA0701,LEVONORGESTREL + ETINILESTRADIOL,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO,  CÁPSULA.",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
G03AL005161,LEVONORGESTREL + ETINILESTRADIOL,TABLETA O GRAGEA,(150 - 250 + 30 - 50) MCG,,1,0,0,0,0
G03AL005162,LEVONORGESTREL + ETINILESTRADIOL,TABLETA O GRAGEA,(250 + 50) MCG,,1,0,0,0,0
G03AA07161,LEVONORGESTREL Y ESTRÓGENO,TABLETAS CON O SIN R,(150 + 30) MCG,1,0,1,0,0,0
G03AA07162,LEVONORGESTREL Y ESTRÓGENO,TABLETAS CON O SIN R,(250 +50) MCG  O,2,0,1,0,0,0
H03AA0101,LEVOTIROXINA SÓDICA,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO,  CÁPSULA.",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
H03AA01011,LEVOTIROXINA SÓDICA,TABLETA,50 MCG,1,0,1,0,0,0
H03AA01012,LEVOTIROXINA SÓDICA,TABLETA,100 MCG,2,0,1,0,0,0
H03AL006011,LEVOTIROXINA SÓDICA,TABLETA,50 MCG ,,1,0,0,0,0
H03AL006012,LEVOTIROXINA SÓDICA,TABLETA,100 MCG ,,1,0,0,0,0
H03AA0301,LEVOTIROXINA SÓDICA + LIOTIRONINA,"TABLETA CON O SIN RECUBRIMIENTO QUE NO MODIFIQUE LA LIBERACIÓN DEL FÁRMACO,  CÁPSULA.",INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
H03AL007011,LEVOTIROXINA SÓDICA + LIOTIRONINA,TABLETA,(120 + 30) MCG ,,1,0,0,0,0
H03AA03011,"LEVOTIROXINA Y LIOTIRONINA, CO",TABLETA,(120 + 30) MCG,1,0,1,0,0,0
N01BB02331,LIDOCAÍNA,UNGÜENTO,5%,1,0,1,0,0,0
N01BB02341,LIDOCAÍNA,JALEA,2%,1,0,1,0,0,0
N01BB02471,LIDOCAÍNA,AEROSOL,10%,1,0,1,0,0,0
C01BL010701,LIDOCAÍNA CLORHIDRATO,SOLUCIÓN CARDIOLÓGICA INYECTABLE,2%,,1,0,0,0,0
N01BB0201,LIDOCAÍNA CLORHIDRATO,AEROSOL,"0,1",,0,0,1,1,1
N01BB0202,LIDOCAÍNA CLORHIDRATO,JALEA,"0,02",,0,0,1,1,1
N01BB0203,LIDOCAÍNA CLORHIDRATO,UNGÜENTO,"0,05",,0,0,1,1,1
N01BL008331,LIDOCAÍNA CLORHIDRATO,UNGÜENTO,5%,,1,0,0,0,0
N01BL008341,LIDOCAÍNA CLORHIDRATO,JALEA,2%,,1,0,0,0,0
N01BL008471,LIDOCAÍNA CLORHIDRATO,AAEROSOL,10%,,1,0,0,0,0
N01BB0204,LIDOCAINA CLORHIDRATO + DEXTROSA (PESADA),INCLUYE TODAS LAS FORMAS FARMACÉUTICAS DE ADMINISTRACION PARENTERAL,INCLUYE TODAS LAS CONCENTRACIONES,,0,0,0,0,1
N01BB5201,LIDOCAINA CLORHIDRATO + DEXTROSA (PESADA),SOLUCIÓN INYECTABLE,"5% + 7,5% ",,0,0,1,1,1
N01BL009701,LIDOCAINA CLORHIDRATO + DEXTROSA (PESADA),SOLUCIÓN INYECTABLE,"5% + 7,5% ",,1,0,0,0,0
N01BB5202,LIDOCAÍNA CLORHIDRATO CON EPINEFRINA,INCLUYE TODAS LAS FORMAS FARMACÉUTICAS DE ADMINISTRACION PARENTERAL,INCLUYE TODAS LAS CONCENTRACIONES,,0,0,1,1,1
N01BB5203,LIDOCAÍNA CLORHIDRATO CON O SIN EPINEFRINA,SOLUCIÓN INYECTABLE,"0,02",,0,0,1,1,0
N01BB5204,LIDOCAÍNA CLORHIDRATO CON O SIN EPINEFRINA,SOLUCIÓN INYECTABLE EN CÁRPULA,"0,02",,0,0,1,1,0
N01BL011701,LIDOCAÍNA CLORHIDRATO CON O SIN EPINEFRINA,SOLUCIÓN INYECTABLE,1%,,1,0,0,0,0
N01BL011702,LIDOCAÍNA CLORHIDRATO CON O SIN EPINEFRINA,SOLUCIÓN INYECTABLE,2%,,1,0,0,0,0
N01BL012701,LIDOCAÍNA CLORHIDRATO CON O SIN EPINEFRINA,SOLUCIÓN INYECTABLE EN CÁRPULA,2%,,1,0,0,0,0
N01BB52701,"LIDOCAÍNA, COMBINACIONES",SOLUCIÓN INYECTABLE,1%,1,0,1,0,0,0
N01BB52702,"LIDOCAÍNA, COMBINACIONES",SOLUCIÓN INYECTABLE,2%,2,0,1,0,0,0
N01BB52703,"LIDOCAÍNA, COMBINACIONES",SOLUCIÓN INYECTABLE,2%,3,0,1,0,0,0
N01BB52704,"LIDOCAÍNA, COMBINACIONES",SOLUCIÓN INYECTABLE,"5% + 7,5%",4,0,1,0,0,0
H03AL013161,LIOTIRONINA,TABLETA O GRAGEA,25 MCG,,1,0,0,0,0
